PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
296,0,First,"Lewy, Mr. Ervin G",male,,0,0,PC 17612,cheap,,C
297,0,Third,"Hanna, Mr. Mansour",male,23.5,0,0,2693,cheap,,C
298,0,First,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781,expensive,C22 C26,S
299,1,First,"Saalfeld, Mr. Adolphe",male,,0,0,19988,cheap,C106,S
300,1,First,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,expensive,B58 B60,C
301,1,Third,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,0,0,9234,cheap,,Q
302,1,Third,"McCoy, Mr. Bernard",male,,2,0,367226,cheap,,Q
303,0,Third,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,cheap,,S
304,1,Second,"Keane, Miss. Nora A",female,,0,0,226593,cheap,E101,Q
305,0,Third,"Williams, Mr. Howard Hugh ""Harry""",male,,0,0,A/5 2466,cheap,,S
306,1,First,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,expensive,C22 C26,S
307,1,First,"Fleming, Miss. Margaret",female,,0,0,17421,cheap,,C
308,1,First,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,PC 17758,cheap,C65,C
309,0,Second,"Abelson, Mr. Samuel",male,30.0,1,0,P/PP 3381,cheap,,C
310,1,First,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,PC 17485,cheap,E36,C
311,1,First,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,cheap,C54,C
312,1,First,"Ryerson, Miss. Emily Borie",female,18.0,2,2,PC 17608,expensive,B57 B59 B63 B66,C
313,0,Second,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651,cheap,,S
314,0,Third,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243,cheap,,S
315,0,Second,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,cheap,,S
316,1,Third,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,cheap,,S
317,1,Second,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,244367,cheap,,S
318,0,Second,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,cheap,,S
319,1,First,"Wick, Miss. Mary Natalie",female,31.0,0,2,36928,expensive,C7,S
320,1,First,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966,expensive,E34,C
321,0,Third,"Dennis, Mr. Samuel",male,22.0,0,0,A/5 21172,cheap,,S
322,0,Third,"Danoff, Mr. Yoto",male,27.0,0,0,349219,cheap,,S
323,1,Second,"Slayter, Miss. Hilda Mary",female,30.0,0,0,234818,cheap,,Q
324,1,Second,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,cheap,,S
325,0,Third,"Sage, Mr. George John Jr",male,,8,2,CA. 2343,cheap,,S
326,1,First,"Young, Miss. Marie Grice",female,36.0,0,0,PC 17760,expensive,C32,C
327,0,Third,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364,cheap,,S
328,1,Second,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551,cheap,D,S
329,1,Third,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,cheap,,S
330,1,First,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361,cheap,B18,C
331,1,Third,"McCoy, Miss. Agnes",female,,2,0,367226,cheap,,Q
332,0,First,"Partner, Mr. Austen",male,45.5,0,0,113043,cheap,C124,S
333,0,First,"Graham, Mr. George Edward",male,38.0,0,1,PC 17582,expensive,C91,S
334,0,Third,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,cheap,,S
335,1,First,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1,0,PC 17611,expensive,,S
336,0,Third,"Denkoff, Mr. Mitto",male,,0,0,349225,cheap,,S
337,0,First,"Pears, Mr. Thomas Clinton",male,29.0,1,0,113776,cheap,C2,S
338,1,First,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,16966,expensive,E40,C
339,1,Third,"Dahl, Mr. Karl Edwart",male,45.0,0,0,7598,cheap,,S
340,0,First,"Blackwell, Mr. Stephen Weart",male,45.0,0,0,113784,cheap,T,S
341,1,Second,"Navratil, Master. Edmond Roger",male,2.0,1,1,230080,cheap,F2,S
342,1,First,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,19950,expensive,C23 C25 C27,S
343,0,Second,"Collander, Mr. Erik Gustaf",male,28.0,0,0,248740,cheap,,S
344,0,Second,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,244361,cheap,,S
345,0,Second,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,cheap,,S
346,1,Second,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,248733,cheap,F33,S
347,1,Second,"Smith, Miss. Marion Elsie",female,40.0,0,0,31418,cheap,,S
348,1,Third,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1,0,386525,cheap,,S
349,1,Third,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,cheap,,S
350,0,Third,"Dimic, Mr. Jovan",male,42.0,0,0,315088,cheap,,S
351,0,Third,"Odahl, Mr. Nils Martin",male,23.0,0,0,7267,cheap,,S
352,0,First,"Williams-Lambert, Mr. Fletcher Fellows",male,,0,0,113510,cheap,C128,S
353,0,Third,"Elias, Mr. Tannous",male,15.0,1,1,2695,cheap,,C
354,0,Third,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237,cheap,,S
355,0,Third,"Yousif, Mr. Wazli",male,,0,0,2647,cheap,,C
356,0,Third,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,cheap,,S
357,1,First,"Bowerman, Miss. Elsie Edith",female,22.0,0,1,113505,cheap,E33,S
358,0,Second,"Funk, Miss. Annie Clemmer",female,38.0,0,0,237671,cheap,,S
359,1,Third,"McGovern, Miss. Mary",female,,0,0,330931,cheap,,Q
360,1,Third,"Mockler, Miss. Helen Mary ""Ellie""",female,,0,0,330980,cheap,,Q
361,0,Third,"Skoog, Mr. Wilhelm",male,40.0,1,4,347088,cheap,,S
362,0,Second,"del Carlo, Mr. Sebastiano",male,29.0,1,0,SC/PARIS 2167,cheap,,C
363,0,Third,"Barbara, Mrs. (Catherine David)",female,45.0,0,1,2691,cheap,,C
364,0,Third,"Asim, Mr. Adola",male,35.0,0,0,SOTON/O.Q. 3101310,cheap,,S
365,0,Third,"O'Brien, Mr. Thomas",male,,1,0,370365,cheap,,Q
366,0,Third,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,C 7076,cheap,,S
367,1,First,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,110813,cheap,D37,C
368,1,Third,"Moussa, Mrs. (Mantoura Boulos)",female,,0,0,2626,cheap,,C
369,1,Third,"Jermyn, Miss. Annie",female,,0,0,14313,cheap,,Q
370,1,First,"Aubart, Mme. Leontine Pauline",female,24.0,0,0,PC 17477,cheap,B35,C
371,1,First,"Harder, Mr. George Achilles",male,25.0,1,0,11765,cheap,E50,C
372,0,Third,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,cheap,,S
373,0,Third,"Beavan, Mr. William Thomas",male,19.0,0,0,323951,cheap,,S
374,0,First,"Ringhini, Mr. Sante",male,22.0,0,0,PC 17760,expensive,,C
375,0,Third,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,cheap,,S
376,1,First,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,,1,0,PC 17604,cheap,,C
377,1,Third,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,C 7077,cheap,,S
378,0,First,"Widener, Mr. Harry Elkins",male,27.0,0,2,113503,expensive,C82,C
379,0,Third,"Betros, Mr. Tannous",male,20.0,0,0,2648,cheap,,C
380,0,Third,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,347069,cheap,,S
381,1,First,"Bidois, Miss. Rosalie",female,42.0,0,0,PC 17757,expensive,,C
382,1,Third,"Nakid, Miss. Maria (""Mary"")",female,1.0,0,2,2653,cheap,,C
383,0,Third,"Tikkanen, Mr. Juho",male,32.0,0,0,STON/O 2. 3101293,cheap,,S
384,1,First,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,113789,cheap,,S
385,0,Third,"Plotcharsky, Mr. Vasil",male,,0,0,349227,cheap,,S
386,0,Second,"Davies, Mr. Charles Henry",male,18.0,0,0,S.O.C. 14879,cheap,,S
387,0,Third,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,CA 2144,cheap,,S
388,1,Second,"Buss, Miss. Kate",female,36.0,0,0,27849,cheap,,S
389,0,Third,"Sadlier, Mr. Matthew",male,,0,0,367655,cheap,,Q
390,1,Second,"Lehmann, Miss. Bertha",female,17.0,0,0,SC 1748,cheap,,C
391,1,First,"Carter, Mr. William Ernest",male,36.0,1,2,113760,cheap,B96 B98,S
392,1,Third,"Jansson, Mr. Carl Olof",male,21.0,0,0,350034,cheap,,S
393,0,Third,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277,cheap,,S
394,1,First,"Newell, Miss. Marjorie",female,23.0,1,0,35273,cheap,D36,C
395,1,Third,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549,cheap,G6,S
396,0,Third,"Johansson, Mr. Erik",male,22.0,0,0,350052,cheap,,S
397,0,Third,"Olsson, Miss. Elina",female,31.0,0,0,350407,cheap,,S
398,0,Second,"McKane, Mr. Peter David",male,46.0,0,0,28403,cheap,,S
399,0,Second,"Pain, Dr. Alfred",male,23.0,0,0,244278,cheap,,S
400,1,Second,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,240929,cheap,,S
401,1,Third,"Niskanen, Mr. Juha",male,39.0,0,0,STON/O 2. 3101289,cheap,,S
402,0,Third,"Adams, Mr. John",male,26.0,0,0,341826,cheap,,S
403,0,Third,"Jussila, Miss. Mari Aina",female,21.0,1,0,4137,cheap,,S
404,0,Third,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,cheap,,S
405,0,Third,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,cheap,,S
406,0,Second,"Gale, Mr. Shadrach",male,34.0,1,0,28664,cheap,,S
407,0,Third,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,cheap,,S
408,1,Second,"Richards, Master. William Rowe",male,3.0,1,1,29106,cheap,,S
409,0,Third,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992,cheap,,S
410,0,Third,"Lefebre, Miss. Ida",female,,3,1,4133,cheap,,S
411,0,Third,"Sdycoff, Mr. Todor",male,,0,0,349222,cheap,,S
412,0,Third,"Hart, Mr. Henry",male,,0,0,394140,cheap,,Q
413,1,First,"Minahan, Miss. Daisy E",female,33.0,1,0,19928,cheap,C78,Q
414,0,Second,"Cunningham, Mr. Alfred Fleming",male,,0,0,239853,cheap,,S
415,1,Third,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,cheap,,S
416,0,Third,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0,0,343095,cheap,,S
417,1,Second,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,28220,cheap,,S
418,1,Second,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652,cheap,,S
419,0,Second,"Matthews, Mr. William John",male,30.0,0,0,28228,cheap,,S
420,0,Third,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,cheap,,S
421,0,Third,"Gheorgheff, Mr. Stanio",male,,0,0,349254,cheap,,C
422,0,Third,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,cheap,,Q
423,0,Third,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,cheap,,S
424,0,Third,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080,cheap,,S
425,0,Third,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129,cheap,,S
426,0,Third,"Wiseman, Mr. Phillippe",male,,0,0,A/4. 34244,cheap,,S
427,1,Second,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,2003,cheap,,S
428,1,Second,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,cheap,,S
429,0,Third,"Flynn, Mr. James",male,,0,0,364851,cheap,,Q
430,1,Third,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,cheap,E10,S
431,1,First,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0,0,110564,cheap,C52,S
432,1,Third,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1,0,376564,cheap,,S
433,1,Second,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,cheap,,S
434,0,Third,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,cheap,,S
435,0,First,"Silvey, Mr. William Baird",male,50.0,1,0,13507,cheap,E44,S
436,1,First,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,cheap,B96 B98,S
437,0,Third,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,cheap,,S
438,1,Second,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106,cheap,,S
439,0,First,"Fortune, Mr. Mark",male,64.0,1,4,19950,expensive,C23 C25 C27,S
440,0,Second,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723,cheap,,S
441,1,Second,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529,cheap,,S
442,0,Third,"Hampe, Mr. Leon",male,20.0,0,0,345769,cheap,,S
443,0,Third,"Petterson, Mr. Johan Emil",male,25.0,1,0,347076,cheap,,S
444,1,Second,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,230434,cheap,,S
445,1,Third,"Johannesen-Bratthammer, Mr. Bernt",male,,0,0,65306,cheap,,S
446,1,First,"Dodge, Master. Washington",male,4.0,0,2,33638,cheap,A34,S
447,1,Second,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,cheap,,S
448,1,First,"Seward, Mr. Frederic Kimber",male,34.0,0,0,113794,cheap,,S
449,1,Third,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,cheap,,C
450,1,First,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,cheap,C104,S
451,0,Second,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,cheap,,S
452,0,Third,"Hagland, Mr. Ingvald Olai Olsen",male,,1,0,65303,cheap,,S
453,0,First,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051,cheap,C111,C
454,1,First,"Goldenberg, Mr. Samuel L",male,49.0,1,0,17453,cheap,C92,C
455,0,Third,"Peduzzi, Mr. Joseph",male,,0,0,A/5 2817,cheap,,S
456,1,Third,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,cheap,,C
457,0,First,"Millet, Mr. Francis Davis",male,65.0,0,0,13509,cheap,E38,S
458,1,First,"Kenyon, Mrs. Frederick R (Marion)",female,,1,0,17464,cheap,D21,S
459,1,Second,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,cheap,,S
460,0,Third,"O'Connor, Mr. Maurice",male,,0,0,371060,cheap,,Q
461,1,First,"Anderson, Mr. Harry",male,48.0,0,0,19952,cheap,E12,S
462,0,Third,"Morley, Mr. William",male,34.0,0,0,364506,cheap,,S
463,0,First,"Gee, Mr. Arthur H",male,47.0,0,0,111320,cheap,E63,S
464,0,Second,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,cheap,,S
465,0,Third,"Maisner, Mr. Simon",male,,0,0,A/S 2816,cheap,,S
466,0,Third,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,cheap,,S
467,0,Second,"Campbell, Mr. William",male,,0,0,239853,cheap,,S
468,0,First,"Smart, Mr. John Montgomery",male,56.0,0,0,113792,cheap,,S
469,0,Third,"Scanlan, Mr. James",male,,0,0,36209,cheap,,Q
470,1,Third,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,cheap,,C
471,0,Third,"Keefe, Mr. Arthur",male,,0,0,323592,cheap,,S
472,0,Third,"Cacic, Mr. Luka",male,38.0,0,0,315089,cheap,,S
473,1,Second,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,C.A. 34651,cheap,,S
474,1,Second,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,SC/AH Basle 541,cheap,D,C
475,0,Third,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,cheap,,S
476,0,First,"Clifford, Mr. George Quincy",male,,0,0,110465,cheap,A14,S
477,0,Second,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027,cheap,,S
478,0,Third,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460,cheap,,S
479,0,Third,"Karlsson, Mr. Nils August",male,22.0,0,0,350060,cheap,,S
480,1,Third,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,cheap,,S
481,0,Third,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144,cheap,,S
482,0,Second,"Frost, Mr. Anthony Wood ""Archie""",male,,0,0,239854,cheap,,S
483,0,Third,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594,cheap,,S
484,1,Third,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,4134,cheap,,S
485,1,First,"Bishop, Mr. Dickinson H",male,25.0,1,0,11967,cheap,B49,C
486,0,Third,"Lefebre, Miss. Jeannie",female,,3,1,4133,cheap,,S
487,1,First,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,cheap,C93,S
488,0,First,"Kent, Mr. Edward Austin",male,58.0,0,0,11771,cheap,B37,C
489,0,Third,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,cheap,,S
490,1,Third,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,cheap,,S
491,0,Third,"Hagland, Mr. Konrad Mathias Reiersen",male,,1,0,65304,cheap,,S
492,0,Third,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,cheap,,S
493,0,First,"Molson, Mr. Harry Markland",male,55.0,0,0,113787,cheap,C30,S
494,0,First,"Artagaveytia, Mr. Ramon",male,71.0,0,0,PC 17609,cheap,,C
495,0,Third,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,cheap,,S
496,0,Third,"Yousseff, Mr. Gerious",male,,0,0,2627,cheap,,C
497,1,First,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947,cheap,D20,C
498,0,Third,"Shellard, Mr. Frederick William",male,,0,0,C.A. 6212,cheap,,S
499,0,First,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,113781,expensive,C22 C26,S
500,0,Third,"Svensson, Mr. Olof",male,24.0,0,0,350035,cheap,,S
501,0,Third,"Calic, Mr. Petar",male,17.0,0,0,315086,cheap,,S
502,0,Third,"Canavan, Miss. Mary",female,21.0,0,0,364846,cheap,,Q
503,0,Third,"O'Sullivan, Miss. Bridget Mary",female,,0,0,330909,cheap,,Q
504,0,Third,"Laitinen, Miss. Kristina Sofia",female,37.0,0,0,4135,cheap,,S
505,1,First,"Maioni, Miss. Roberta",female,16.0,0,0,110152,cheap,B79,S
506,0,First,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758,cheap,C65,C
507,1,Second,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26360,cheap,,S
508,1,First,"Bradley, Mr. George (""George Arthur Brayton"")",male,,0,0,111427,cheap,,S
509,0,Third,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,cheap,,S
510,1,Third,"Lang, Mr. Fang",male,26.0,0,0,1601,cheap,,S
511,1,Third,"Daly, Mr. Eugene Patrick",male,29.0,0,0,382651,cheap,,Q
512,0,Third,"Webber, Mr. James",male,,0,0,SOTON/OQ 3101316,cheap,,S
513,1,First,"McGough, Mr. James Robert",male,36.0,0,0,PC 17473,cheap,E25,S
514,1,First,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1,0,PC 17603,cheap,,C
515,0,Third,"Coleff, Mr. Satio",male,24.0,0,0,349209,cheap,,S
516,0,First,"Walker, Mr. William Anderson",male,47.0,0,0,36967,cheap,D46,S
517,1,Second,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,cheap,F33,S
518,0,Third,"Ryan, Mr. Patrick",male,,0,0,371110,cheap,,Q
519,1,Second,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,cheap,,S
520,0,Third,"Pavlovic, Mr. Stefo",male,32.0,0,0,349242,cheap,,S
521,1,First,"Perreault, Miss. Anne",female,30.0,0,0,12749,cheap,B73,S
522,0,Third,"Vovk, Mr. Janko",male,22.0,0,0,349252,cheap,,S
523,0,Third,"Lahoud, Mr. Sarkis",male,,0,0,2624,cheap,,C
524,1,First,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,111361,cheap,B18,C
525,0,Third,"Kassem, Mr. Fared",male,,0,0,2700,cheap,,C
526,0,Third,"Farrell, Mr. James",male,40.5,0,0,367232,cheap,,Q
527,1,Second,"Ridsdale, Miss. Lucy",female,50.0,0,0,W./C. 14258,cheap,,S
528,0,First,"Farthing, Mr. John",male,,0,0,PC 17483,expensive,C95,S
529,0,Third,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296,cheap,,S
530,0,Second,"Hocking, Mr. Richard George",male,23.0,2,1,29104,cheap,,S
531,1,Second,"Quick, Miss. Phyllis May",female,2.0,1,1,26360,cheap,,S
532,0,Third,"Toufik, Mr. Nakli",male,,0,0,2641,cheap,,C
533,0,Third,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690,cheap,,C
534,1,Third,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0,2,2668,cheap,,C
535,0,Third,"Cacic, Miss. Marija",female,30.0,0,0,315084,cheap,,S
536,1,Second,"Hart, Miss. Eva Miriam",female,7.0,0,2,F.C.C. 13529,cheap,,S
537,0,First,"Butt, Major. Archibald Willingham",male,45.0,0,0,113050,cheap,B38,S
538,1,First,"LeRoy, Miss. Bertha",female,30.0,0,0,PC 17761,cheap,,C
539,0,Third,"Risien, Mr. Samuel Beard",male,,0,0,364498,cheap,,S
540,1,First,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0,2,13568,cheap,B39,C
541,1,First,"Crosby, Miss. Harriet R",female,36.0,0,2,WE/P 5735,cheap,B22,S
542,0,Third,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,347082,cheap,,S
543,0,Third,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,347082,cheap,,S
544,1,Second,"Beane, Mr. Edward",male,32.0,1,0,2908,cheap,,S
545,0,First,"Douglas, Mr. Walter Donald",male,50.0,1,0,PC 17761,cheap,C86,C
546,0,First,"Nicholson, Mr. Arthur Ernest",male,64.0,0,0,693,cheap,,S
547,1,Second,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,1,0,2908,cheap,,S
548,1,Second,"Padro y Manent, Mr. Julian",male,,0,0,SC/PARIS 2146,cheap,,C
549,0,Third,"Goldsmith, Mr. Frank John",male,33.0,1,1,363291,cheap,,S
550,1,Second,"Davies, Master. John Morgan Jr",male,8.0,1,1,C.A. 33112,cheap,,S
551,1,First,"Thayer, Mr. John Borland Jr",male,17.0,0,2,17421,cheap,C70,C
552,0,Second,"Sharp, Mr. Percival James R",male,27.0,0,0,244358,cheap,,S
553,0,Third,"O'Brien, Mr. Timothy",male,,0,0,330979,cheap,,Q
554,1,Third,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,0,0,2620,cheap,,C
555,1,Third,"Ohman, Miss. Velin",female,22.0,0,0,347085,cheap,,S
556,0,First,"Wright, Mr. George",male,62.0,0,0,113807,cheap,,S
557,1,First,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,1,0,11755,cheap,A16,C
558,0,First,"Robbins, Mr. Victor",male,,0,0,PC 17757,expensive,,C
559,1,First,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1,1,110413,cheap,E67,S
560,1,Third,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,1,0,345572,cheap,,S
561,0,Third,"Morrow, Mr. Thomas Rowan",male,,0,0,372622,cheap,,Q
562,0,Third,"Sivic, Mr. Husein",male,40.0,0,0,349251,cheap,,S
563,0,Second,"Norman, Mr. Robert Douglas",male,28.0,0,0,218629,cheap,,S
564,0,Third,"Simmons, Mr. John",male,,0,0,SOTON/OQ 392082,cheap,,S
565,0,Third,"Meanwell, Miss. (Marion Ogden)",female,,0,0,SOTON/O.Q. 392087,cheap,,S
566,0,Third,"Davies, Mr. Alfred J",male,24.0,2,0,A/4 48871,cheap,,S
567,0,Third,"Stoytcheff, Mr. Ilia",male,19.0,0,0,349205,cheap,,S
568,0,Third,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,0,4,349909,cheap,,S
569,0,Third,"Doharr, Mr. Tannous",male,,0,0,2686,cheap,,C
570,1,Third,"Jonsson, Mr. Carl",male,32.0,0,0,350417,cheap,,S
571,1,Second,"Harris, Mr. George",male,62.0,0,0,S.W./PP 752,cheap,,S
572,1,First,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.0,2,0,11769,cheap,C101,S
573,1,First,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,0,0,PC 17474,cheap,E25,S
574,1,Third,"Kelly, Miss. Mary",female,,0,0,14312,cheap,,Q
575,0,Third,"Rush, Mr. Alfred George John",male,16.0,0,0,A/4. 20589,cheap,,S
576,0,Third,"Patchett, Mr. George",male,19.0,0,0,358585,cheap,,S
577,1,Second,"Garside, Miss. Ethel",female,34.0,0,0,243880,cheap,,S
578,1,First,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,1,0,13507,cheap,E44,S
579,0,Third,"Caram, Mrs. Joseph (Maria Elias)",female,,1,0,2689,cheap,,C
580,1,Third,"Jussila, Mr. Eiriik",male,32.0,0,0,STON/O 2. 3101286,cheap,,S
581,1,Second,"Christy, Miss. Julie Rachel",female,25.0,1,1,237789,cheap,,S
582,1,First,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,1,1,17421,cheap,C68,C
583,0,Second,"Downton, Mr. William James",male,54.0,0,0,28403,cheap,,S
584,0,First,"Ross, Mr. John Hugo",male,36.0,0,0,13049,cheap,A10,C
585,0,Third,"Paulner, Mr. Uscher",male,,0,0,3411,cheap,,C
586,1,First,"Taussig, Miss. Ruth",female,18.0,0,2,110413,cheap,E68,S
587,0,Second,"Jarvis, Mr. John Denzil",male,47.0,0,0,237565,cheap,,S
588,1,First,"Frolicher-Stehli, Mr. Maxmillian",male,60.0,1,1,13567,cheap,B41,C
589,0,Third,"Gilinski, Mr. Eliezer",male,22.0,0,0,14973,cheap,,S
590,0,Third,"Murdlin, Mr. Joseph",male,,0,0,A./5. 3235,cheap,,S
591,0,Third,"Rintamaki, Mr. Matti",male,35.0,0,0,STON/O 2. 3101273,cheap,,S
